Speaker	Vowel	Context	F1/S(F1)	F2/S(F2)	F1g/S(F1g)	F2g/S(F2g)
610	THOUGHT	unusual	1.344	1.142	NA	NA
610	STEW	unusual	0.73	1.459	NA	NA
610	YOU	unusual	0.856	0.935	NA	NA
610	BAT	unusual	0.9	0.776	NA	NA
610	BAT	and	1.428	0.857	NA	NA
610	BAT	lacking	1.867	0.696	NA	NA
610	HAPPY	lacking	0.819	0.518	NA	NA
610	GIRL	certain	0.893	0.41	NA	NA
610	HAPPY	certain	0.772	1.429	NA	NA
610	FLEECE	features	0.768	1.768	NA	NA
610	DRESS	features	0.965	1.191	NA	NA
610	THOUGHT	although	1.419	0.822	NA	NA
610	HOAX	although	1.259	1.054	NA	NA
610	THOUGHT	a	1.071	0.928	NA	NA
610	GLARE	fairly	1.349	1.406	NA	NA
610	HAPPY	fairly	0.961	1.863	NA	NA
610	THOUGHT	obscure	1.22	1.156	NA	NA
610	FOOT	obscure	0.896	1.385	NA	NA
610	BAT	obscure	1.205	1.191	NA	NA
610	THOUGHT	genre	1.154	1.3	NA	NA
610	BAT	genre	1.016	1.456	NA	NA
610	THOUGHT	swamp	1.654	0.775	NA	NA
610	THOUGHT	pop	1.412	0.716	NA	NA
610	FACE	maintains	1.229	1.599	NA	NA
610	FACE	maintains	0.855	0.846	NA	NA
610	BAT	a	0.903	1.713	NA	NA
610	BAT	large	1.773	1.09	NA	NA
610	THOUGHT	audience	1.147	0.885	NA	NA
610	HAPPY	audience	0.935	1.654	NA	NA
610	DRESS	audience	1.472	1.534	NA	NA
610	HAPPY	in	1.039	1.324	NA	NA
610	HAPPY	its	0.844	1.306	NA	NA
610	STEW	louisiana	0.797	1.218	NA	NA
610	FLEECE	louisiana	0.736	1.505	NA	NA
610	HAPPY	louisiana	1.383	1.048	NA	NA
610	BAT	louisiana	2.038	1.145	NA	NA
610	BAT	louisiana	1.567	1.103	NA	NA
610	BAT	and	1.171	0.674	NA	NA
610	FLEECE	southeast	0.806	1.883	NA	NA
610	DRESS	texas	1.339	0.809	NA	NA
610	BAT	texas	0.93	0.461	NA	NA
610	HOAX	homeland	0.924	0.915	NA	NA
610	BAT	homeland	1.71	1.071	NA	NA
610	GLARE	there	1.018	1.434	NA	NA
610	THOUGHT	was	1.053	1.163	NA	NA
610	BAT	a	1.065	1.534	NA	NA
610	HAPPY	quick	0.776	1.574	NA	NA
610	DRESS	and	1.554	1.412	NA	NA
610	STEW	smooth	0.688	1.144	NA	NA
610	BAT	transition	1.594	1.265	NA	NA
610	HAPPY	transition	0.858	1.345	NA	NA
610	THOUGHT	transition	1.485	1.312	NA	NA
610	THOUGHT	from	1.517	1.036	NA	NA
610	BAT	the	0.447	1.222	NA	NA
610	BAT	farming	1.779	1.069	NA	NA
610	HAPPY	farming	0.698	0.68	NA	NA
610	THOUGHT	culture	1.127	0.686	NA	NA
610	BAT	culture	1.098	0.971	NA	NA
610	STEW	to	0.844	1.544	NA	NA
610	HAPPY	the	0.712	0.88	NA	NA
610	BAT	pan	1.198	0.835	NA	NA
610	FOOT	european	0.772	1.264	NA	NA
610	THOUGHT	european	0.961	1.136	NA	NA
610	FLEECE	european	1.113	1.665	NA	NA
610	BAT	european	1.727	1.416	NA	NA
610	THOUGHT	corded	1.293	1.002	NA	NA
610	DRESS	corded	1.21	1.555	NA	NA
610	GLARE	ware	1.133	1.52	NA	NA
610	BAT	pastoralist	1.662	1.084	NA	NA
610	THOUGHT	pastoralist	1.066	1.277	NA	NA
610	BAT	pastoralist	1.308	1.437	NA	NA
610	HAPPY	pastoralist	0.973	1.563	NA	NA
610	THOUGHT	culture	1.087	0.703	NA	NA
610	BAT	culture	1.3	0.958	NA	NA
610	HAPPY	in	1.279	1.895	NA	NA
610	HAPPY	the	0.741	1.724	NA	NA
610	STEW	united	0.796	1.855	NA	NA
610	DRESS	united	1.198	1.437	NA	NA
610	HAPPY	kingdom	1.31	1.694	NA	NA
610	THOUGHT	kingdom	1.274	0.971	NA	NA
610	HAPPY	peers	1.134	1.644	NA	NA
610	BAT	peers	1.27	1.377	NA	NA
610	BAT	are	1.24	1.186	NA	NA
610	BAT	appointed	1.44	1.114	NA	NA
610	DRESS	appointed	1.185	1.369	NA	NA
610	DRESS	members	1.536	1.374	NA	NA
610	BAT	members	1.097	1.258	NA	NA
610	THOUGHT	of	1.185	1.165	NA	NA
610	HAPPY	the	0.763	1.555	NA	NA
610	STEW	whose	0.829	1.055	NA	NA
610	FOOT	titles	0.759	1.06	NA	NA
610	BAT	cannot	1.726	1.296	NA	NA
610	THOUGHT	cannot	1.375	1.227	NA	NA
610	FLEECE	be	0.699	1.813	NA	NA
610	HAPPY	inherited	0.952	1.915	NA	NA
610	DRESS	inherited	1.065	1.413	NA	NA
610	HAPPY	inherited	0.907	1.504	NA	NA
610	DRESS	inherited	1.122	1.55	NA	NA
610	HAPPY	the	1.539	1.411	NA	NA
610	BAT	niger	1.095	1.52	NA	NA
610	HAPPY	discharges	0.961	1.395	NA	NA
610	BAT	discharges	1.426	1.232	NA	NA
610	DRESS	discharges	0.879	1.509	NA	NA
610	STEW	through	0.878	1.164	NA	NA
610	BAT	a	0.956	1.01	NA	NA
610	BAT	massive	1.74	1.116	NA	NA
610	HAPPY	massive	0.88	1.494	NA	NA
610	DRESS	delta	1.129	1.251	NA	NA
610	BAT	delta	1.613	1.135	NA	NA
610	HOAX	known	0.705	1.093	NA	NA
610	FACE	as	1.503	1.322	NA	NA
610	BAT	the	0.986	1.261	NA	NA
610	BAT	niger	1.218	1.239	NA	NA
610	DRESS	delta	1.16	1.197	NA	NA
610	BAT	delta	1.475	0.999	NA	NA
610	THOUGHT	or	1.08	0.656	NA	NA
610	HAPPY	the	0.826	1.549	NA	NA
610	HAPPY	rivers	1.024	1.305	NA	NA
610	BAT	rivers	1.634	0.943	NA	NA
610	HAPPY	into	0.544	1.254	NA	NA
610	STEW	into	0.885	1.224	NA	NA
610	BAT	the	0.822	1.233	NA	NA
610	THOUGHT	gulf	1.133	0.649	NA	NA
610	THOUGHT	of	1.178	0.784	NA	NA
610	HAPPY	guinea	0.782	1.974	NA	NA
610	HAPPY	guinea	0.57	0.465	NA	NA
610	HAPPY	in	0.861	1.874	NA	NA
610	HAPPY	the	1.007	0.567	NA	NA
610	BAT	atlantic	1.32	0.874	NA	NA
610	BAT	atlantic	1.406	0.944	NA	NA
610	HAPPY	atlantic	0.818	1.628	NA	NA
610	HOAX	ocean	1.022	0.909	NA	NA
610	BAT	ocean	1.532	1.313	NA	NA
610	BAT	a	0.991	0.98	NA	NA
610	THOUGHT	long	1.558	0.71	NA	NA
610	GIRL	term	1.561	1.33	NA	NA
610	THOUGHT	monitoring	1.453	1.127	NA	NA
610	HAPPY	monitoring	0.818	1.846	NA	NA
610	THOUGHT	monitoring	0.86	1.575	NA	NA
610	HAPPY	monitoring	0.935	0.663	NA	NA
610	DRESS	vegetation	1.12	1.404	NA	NA
610	BAT	vegetation	0.548	1.613	NA	NA
610	FACE	vegetation	0.825	1.622	NA	NA
610	THOUGHT	vegetation	1.443	1.339	NA	NA
610	THOUGHT	plot	1.31	0.892	NA	NA
610	THOUGHT	was	1.119	0.817	NA	NA
610	THOUGHT	funded	1.556	0.88	NA	NA
610	DRESS	funded	1.165	1.083	NA	NA
610	HAPPY	nigerian	0.846	1.446	NA	NA
610	HAPPY	nigerian	1.67	1.245	NA	NA
610	BAT	nigerian	1.741	1.319	NA	NA
610	BAT	and	1.723	0.845	NA	NA
610	BAT	administered	1.723	1.226	NA	NA
610	HAPPY	administered	1.33	1.625	NA	NA
610	BAT	administered	0.65	1.45	NA	NA
610	BAT	administered	1.311	0.566	NA	NA
610	HAPPY	the	0.766	1.776	NA	NA
610	HAPPY	nigerian	0.846	1.342	NA	NA
610	HAPPY	nigerian	1.292	1.248	NA	NA
610	BAT	nigerian	1.624	1.303	NA	NA
610	THOUGHT	montane	1.274	1.058	NA	NA
610	FACE	montane	1.026	1.729	NA	NA
610	THOUGHT	forest	1.16	0.884	NA	NA
610	HAPPY	forest	1.086	1.345	NA	NA
610	THOUGHT	project	0.991	1.4	NA	NA
610	DRESS	project	1.203	1.453	NA	NA
610	BAT	casualties	1.62	1.059	NA	NA
610	YOU	casualties	1.108	1.111	NA	NA
610	BAT	casualties	1.235	1.058	NA	NA
610	HAPPY	casualties	0.759	1.512	NA	NA
610	DRESS	mounted	1.283	1.388	NA	NA
610	BAT	after	1.751	1.116	NA	NA
610	BAT	after	1.462	1.238	NA	NA
610	BAT	and	1.597	0.821	NA	NA
610	HAPPY	lincoln	0.554	1.181	NA	NA
610	THOUGHT	lincoln	1.544	0.84	NA	NA
610	HAPPY	delivered	0.787	1.702	NA	NA
610	HAPPY	delivered	0.792	1.719	NA	NA
610	BAT	delivered	1.639	1.166	NA	NA
610	HAPPY	his	0.744	1.723	NA	NA
610	THOUGHT	proclamation	0.997	0.751	NA	NA
610	BAT	proclamation	1.226	1.059	NA	NA
610	FACE	proclamation	0.972	1.835	NA	NA
610	THOUGHT	proclamation	1.365	1.394	NA	NA
610	BAT	a	1.335	1.809	NA	NA
610	HOAX	notable	1.143	1.362	NA	NA
610	BAT	notable	1.086	1.348	NA	NA
610	FOOT	notable	0.775	0.572	NA	NA
610	DRESS	exception	1.183	1.501	NA	NA
610	DRESS	exception	1.307	1.283	NA	NA
610	THOUGHT	exception	1.286	1.167	NA	NA
610	STEW	to	0.746	1.378	NA	NA
610	HAPPY	the	0.932	1.699	NA	NA
610	BAT	association	1.136	1.456	NA	NA
610	HOAX	association	0.953	1.261	NA	NA
610	HAPPY	association	0.843	1.665	NA	NA
610	FACE	association	0.799	1.844	NA	NA
610	THOUGHT	association	1.325	1.192	NA	NA
610	THOUGHT	of	1.456	0.985	NA	NA
610	BAT	lycanthropy	2.045	1.168	NA	NA
610	BAT	lycanthropy	1.202	1.055	NA	NA
610	HAPPY	lycanthropy	0.814	1.91	NA	NA
610	DRESS	and	1.617	1.491	NA	NA
610	HAPPY	the	0.492	1.555	NA	NA
610	DRESS	devil	1.247	1.363	NA	NA
610	HAPPY	devil	0.544	1.102	NA	NA
610	THOUGHT	comes	1.645	0.879	NA	NA
610	THOUGHT	from	1.164	1.036	NA	NA
610	BAT	a	0.784	1.761	NA	NA
610	GLARE	rare	1.28	0.871	NA	NA
610	BAT	and	1.857	1.115	NA	NA
610	DRESS	lesser	1.234	0.419	NA	NA
610	BAT	lesser	1.394	1.339	NA	NA
610	HOAX	known	1.074	1.262	NA	NA
610	BAT	account	1.745	0.901	NA	NA
610	THOUGHT	of	1.032	1.047	NA	NA
610	BAT	an	1.56	1.371	NA	NA
610	HAPPY	year	0.827	1.842	NA	NA
610	BAT	year	1.075	1.462	NA	NA
610	HOAX	old	1.063	0.852	NA	NA
610	BAT	man	1.763	1.353	NA	NA
610	FACE	named	0.85	1.553	NA	NA
610	HAPPY	nigeria	1.006	1.366	NA	NA
610	HAPPY	nigeria	1.395	1.255	NA	NA
610	BAT	nigeria	1.329	1.286	NA	NA
610	GLARE	shares	1.148	1.181	NA	NA
610	BAT	land	1.771	1.128	NA	NA
610	THOUGHT	borders	1.155	0.879	NA	NA
610	BAT	borders	1.379	1.236	NA	NA
610	HAPPY	with	0.726	1.525	NA	NA
610	HAPPY	the	0.725	1.796	NA	NA
610	HAPPY	republic	0.748	1.154	NA	NA
610	THOUGHT	republic	1.259	0.837	NA	NA
610	HAPPY	republic	0.822	1.62	NA	NA
610	THOUGHT	of	1.182	0.909	NA	NA
610	DRESS	benin	1.091	1.528	NA	NA
610	HAPPY	benin	1.334	1.78	NA	NA
610	HAPPY	in	1.143	1.804	NA	NA
610	HAPPY	the	0.93	1.305	NA	NA
610	DRESS	west	1.389	1.316	NA	NA
610	BAT	chad	1.505	1.224	NA	NA
610	BAT	and	1.786	1.241	NA	NA
610	BAT	cameroon	1.596	1.207	NA	NA
610	DRESS	cameroon	0.837	0.847	NA	NA
610	STEW	cameroon	1.125	1.414	NA	NA
610	HAPPY	in	0.981	1.74	NA	NA
610	HAPPY	the	0.719	1.887	NA	NA
610	FLEECE	east	0.658	1.983	NA	NA
610	BAT	and	1.782	1.348	NA	NA
610	BAT	niger	1.37	1.333	NA	NA
610	HAPPY	in	1.49	1.509	NA	NA
610	HAPPY	the	1.057	1.461	NA	NA
610	THOUGHT	north	1.476	1.027	NA	NA
610	BAT	the	1.318	1.213	NA	NA
610	BAT	lamp	0.881	0.697	NA	NA
610	STEW	used	0.727	1.45	NA	NA
610	FACE	whale	0.879	0.711	NA	NA
610	THOUGHT	olive	1.013	0.707	NA	NA
610	HAPPY	olive	0.812	1.651	NA	NA
610	THOUGHT	or	1.218	0.679	NA	NA
610	THOUGHT	other	1.286	0.793	NA	NA
610	BAT	other	1.344	1.397	NA	NA
610	DRESS	vegetable	1.125	1.434	NA	NA
610	DRESS	vegetable	0.631	1.648	NA	NA
610	BAT	vegetable	1.053	1.533	NA	NA
610	FOOT	vegetable	0.623	0.494	NA	NA
610	BAT	as	1.558	1.208	NA	NA
610	STEW	fuel	0.945	0.565	NA	NA
610	THOUGHT	from	1.047	0.993	NA	NA
610	BAT	a	1	1.621	NA	NA
610	BAT	gravity	1.505	1.138	NA	NA
610	HAPPY	gravity	0.8	1.736	NA	NA
610	HAPPY	gravity	0.762	1.919	NA	NA
610	FLEECE	feed	0.707	1.999	NA	NA
610	THOUGHT	from	1.053	0.836	NA	NA
610	BAT	a	0.98	1.389	NA	NA
610	DRESS	reservoir	0.941	1.423	NA	NA
610	BAT	reservoir	1.464	1.089	NA	NA
610	BAT	reservoir	1.613	0.819	NA	NA
610	DRESS	mounted	1.209	1.32	NA	NA
610	BAT	above	1.14	1.336	NA	NA
610	THOUGHT	above	0.999	0.664	NA	NA
610	BAT	the	0.997	1.017	NA	NA
610	GIRL	burner	1.41	0.771	NA	NA
610	BAT	burner	1.582	1.088	NA	NA
610	FACE	lagos	1.085	1.725	NA	NA
610	THOUGHT	lagos	1.369	0.989	NA	NA
610	THOUGHT	dominated	1.121	1.232	NA	NA
610	HAPPY	dominated	0.665	1.046	NA	NA
610	FACE	dominated	0.83	1.927	NA	NA
610	DRESS	dominated	1.316	1.443	NA	NA
610	HAPPY	the	0.868	1.744	NA	NA
610	THOUGHT	yoruba	0.847	1.393	NA	NA
610	FOOT	yoruba	1.043	1.023	NA	NA
610	BAT	yoruba	1.59	1.078	NA	NA
610	FLEECE	people	0.727	2.005	NA	NA
610	FOOT	people	0.762	0.61	NA	NA
610	HAPPY	is	0.796	1.844	NA	NA
610	HAPPY	in	0.994	0.603	NA	NA
610	DRESS	many	1.57	1.677	NA	NA
610	HAPPY	many	0.828	1.935	NA	NA
610	FACE	ways	0.827	0.571	NA	NA
610	BAT	a	0.839	1.745	NA	NA
610	THOUGHT	collage	1.088	0.964	NA	NA
610	BAT	collage	1.589	1.224	NA	NA
610	THOUGHT	of	1.226	1.166	NA	NA
610	HAPPY	different	0.889	1.742	NA	NA
610	DRESS	different	1.524	1.165	NA	NA
610	DRESS	different	1.404	1.618	NA	NA
610	BAT	and	1.872	1.325	NA	NA
610	THOUGHT	cultures	1.27	0.603	NA	NA
610	DRESS	cultures	1.163	1.158	NA	NA
610	BAT	fired	1.484	0.745	NA	NA
610	HAPPY	enthusiasm	1.609	1.544	NA	NA
610	STEW	enthusiasm	0.699	1.702	NA	NA
610	HAPPY	enthusiasm	0.913	1.377	NA	NA
610	BAT	enthusiasm	0.967	1.376	NA	NA
610	BAT	enthusiasm	1.53	1.419	NA	NA
610	HAPPY	returned	0.772	1.596	NA	NA
610	GIRL	returned	1.208	1.175	NA	NA
610	STEW	home	0.885	1.35	NA	NA
610	BAT	and	1.518	1.114	NA	NA
610	DRESS	founded	1.058	1.392	NA	NA
610	STEW	schools	0.789	0.594	NA	NA
610	THOUGHT	for	1.256	0.925	NA	NA
610	HAPPY	the	0.796	1.541	NA	NA
610	HAPPY	children	0.921	0.874	NA	NA
610	DRESS	children	1.036	1.109	NA	NA
610	THOUGHT	of	1.385	0.89	NA	NA
610	THOUGHT	russia	1.233	1.115	NA	NA
610	BAT	russia	1.083	1.402	NA	NA
610	DRESS	peasants	0.743	1.641	NA	NA
610	BAT	peasants	1.612	1.331	NA	NA
610	HAPPY	pillow	0.722	1.584	NA	NA
610	HOAX	pillow	1.461	1.109	NA	NA
610	BAT	lavas	1.956	1.016	NA	NA
610	BAT	lavas	1.713	1.002	NA	NA
610	BAT	are	1.707	0.798	NA	NA
610	BAT	lavas	1.837	1.095	NA	NA
610	BAT	lavas	1.649	1.144	NA	NA
610	BAT	that	1.322	1.155	NA	NA
610	THOUGHT	contain	1.548	1.049	NA	NA
610	FACE	contain	1.397	1.902	NA	NA
610	BAT	characteristic	1.564	1.162	NA	NA
610	BAT	characteristic	1.339	1.205	NA	NA
610	DRESS	characteristic	1.298	1.113	NA	NA
610	HAPPY	characteristic	0.88	1.494	NA	NA
610	HAPPY	characteristic	0.889	1.733	NA	NA
610	HAPPY	pillow	0.887	1.523	NA	NA
610	HOAX	pillow	0.908	1.078	NA	NA
610	FACE	shaped	0.84	1.745	NA	NA
610	THOUGHT	structures	1.204	0.784	NA	NA
610	DRESS	structures	1.107	1.142	NA	NA
610	BAT	that	1.276	0.943	NA	NA
610	BAT	are	1.691	1.217	NA	NA
610	BAT	attributed	1.645	1.038	NA	NA
610	HAPPY	attributed	0.497	0.936	NA	NA
610	YOU	attributed	0.862	1.274	NA	NA
610	DRESS	attributed	1.11	1.362	NA	NA
610	STEW	to	0.546	1.459	NA	NA
610	HAPPY	the	0.94	1.483	NA	NA
610	THOUGHT	of	1.461	1.075	NA	NA
610	BAT	the	0.882	1.362	NA	NA
610	BAT	lava	1.855	1.119	NA	NA
610	BAT	lava	1.622	0.893	NA	NA
610	THOUGHT	under	1.597	0.857	NA	NA
610	BAT	under	1.457	1.174	NA	NA
610	THOUGHT	water	1.314	0.759	NA	NA
610	BAT	water	1.827	1.064	NA	NA
610	BAT	the	0.75	1.221	NA	NA
610	DRESS	and	1.597	1.429	NA	NA
610	HAPPY	the	0.747	1.734	NA	NA
610	FLEECE	key	0.691	1.173	NA	NA
610	THOUGHT	often	1.564	0.864	NA	NA
610	DRESS	often	1.22	0.998	NA	NA
610	BAT	have	1.815	0.631	NA	NA
610	BAT	a	0.842	1.375	NA	NA
610	DRESS	very	1.186	1.096	NA	NA
610	HAPPY	very	0.957	0.911	NA	NA
610	HAPPY	similar	0.988	1.426	NA	NA
610	HAPPY	similar	0.588	0.801	NA	NA
610	BAT	similar	1.608	1.028	NA	NA
610	HOAX	role	0.94	0.749	NA	NA
610	HAPPY	in	1.013	1.742	NA	NA
610	THOUGHT	producing	0.917	1.326	NA	NA
610	STEW	producing	0.629	1.818	NA	NA
610	HAPPY	producing	1.19	1.383	NA	NA
610	BAT	the	1.336	1.07	NA	NA
610	FOOT	output	0.904	0.898	NA	NA
610	DRESS	hence	1.582	1.584	NA	NA
610	HAPPY	the	0.765	1.328	NA	NA
610	FACE	same	0.992	1.057	NA	NA
610	DRESS	mechanism	1.22	1.593	NA	NA
610	BAT	mechanism	0.574	0.729	NA	NA
610	HAPPY	mechanism	0.487	0.332	NA	NA
610	HAPPY	ensures	1.426	1.589	NA	NA
610	THOUGHT	ensures	1.169	1.104	NA	NA
610	HOAX	both	0.948	0.821	NA	NA
610	HAPPY	diffusion	1.361	1.308	NA	NA
610	STEW	diffusion	0.768	1.698	NA	NA
610	THOUGHT	diffusion	1.175	1.145	NA	NA
610	BAT	and	1.819	1.279	NA	NA
610	THOUGHT	confusion	0.893	1.13	NA	NA
610	STEW	confusion	0.773	1.674	NA	NA
610	THOUGHT	confusion	1.445	1.283	NA	NA
610	FACE	gaiman	1.618	1.036	NA	NA
610	BAT	gaiman	2.112	1.233	NA	NA
610	THOUGHT	was	1.224	0.995	NA	NA
610	DRESS	educated	1.057	1.482	NA	NA
610	STEW	educated	0.613	1.742	NA	NA
610	FACE	educated	0.864	1.814	NA	NA
610	DRESS	educated	1.1	1.398	NA	NA
610	BAT	at	1.457	1.306	NA	NA
610	DRESS	several	1.248	1.38	NA	NA
610	BAT	several	1.455	0.972	NA	NA
610	BAT	several	1.458	0.934	NA	NA
610	GIRL	church	1.242	1.119	NA	NA
610	THOUGHT	of	1.01	1.196	NA	NA
610	HAPPY	england	1.08	1.66	NA	NA
610	BAT	england	1.492	1.346	NA	NA
610	STEW	schools	0.785	0.796	NA	NA
610	HAPPY	including	0.701	0.826	NA	NA
610	STEW	including	1.052	1.46	NA	NA
610	HAPPY	including	1.144	1.796	NA	NA
610	STEW	school	0.785	0.545	NA	NA
610	HAPPY	in	0.874	1.763	NA	NA
610	FLEECE	east	0.86	1.947	NA	NA
610	THOUGHT	college	1.459	0.914	NA	NA
610	HAPPY	college	1.122	1.434	NA	NA
610	BAT	and	0.971	0.813	NA	NA
610	STEW	school	0.928	0.602	NA	NA
610	HAPPY	in	1.151	1.772	NA	NA
610	YOU	croydon	1.212	1.016	NA	NA
1208	THOUGHT	contrary	2.059	1.578	NA	NA
1208	GLARE	contrary	1.176	1.3	NA	NA
1208	HAPPY	contrary	0.942	1.979	NA	NA
1208	STEW	to	0.867	1.648	NA	NA
1208	THOUGHT	popular	1.698	0.96	NA	NA
1208	FOOT	popular	1.019	1.914	NA	NA
1208	BAT	popular	1.656	1.451	NA	NA
1208	HAPPY	belief	0.873	1.408	NA	NA
1208	FLEECE	belief	0.92	1.599	NA	NA
1208	HOAX	both	1.412	0.86	NA	NA
1208	THOUGHT	forms	1.586	1.083	NA	NA
1208	THOUGHT	of	1.233	1.382	NA	NA
1208	DRESS	leprosy	1.572	1.503	NA	NA
1208	THOUGHT	leprosy	1.11	1.424	NA	NA
1208	HAPPY	leprosy	0.962	2.138	NA	NA
1208	BAT	are	1.884	1.331	NA	NA
1208	FOOT	curable	1.175	1.545	NA	NA
1208	BAT	curable	1.267	1.068	NA	NA
1208	FOOT	curable	1.175	1.029	NA	NA
1208	HAPPY	the	1.026	1.723	NA	NA
1208	BAT	nasty	1.895	1.331	NA	NA
1208	HAPPY	nasty	0.73	1.443	NA	NA
1208	DRESS	smell	1.721	1.474	NA	NA
1208	HAPPY	behind	0.83	1.29	NA	NA
1208	DRESS	head	1.823	1.802	NA	NA
1208	DRESS	west	1.58	1.518	NA	NA
1208	THOUGHT	on	1.657	1.064	NA	NA
1208	BAT	awolowo	2.127	1.331	NA	NA
1208	HOAX	awolowo	1.323	0.788	NA	NA
1208	HOAX	awolowo	1.476	1.049	NA	NA
1208	STEW	awolowo	0.94	1.043	NA	NA
1208	HOAX	road	0.937	1.29	NA	NA
1208	THOUGHT	towards	0.935	1.317	NA	NA
1208	THOUGHT	towards	1.438	1.142	NA	NA
1208	HOAX	road	0.894	1.068	NA	NA
1208	HAPPY	firing	1.616	2.022	NA	NA
1208	DRESS	employees	1.415	1.967	NA	NA
1208	FLEECE	employees	0.932	2.175	NA	NA
1208	THOUGHT	was	1.232	1.096	NA	NA
1208	THOUGHT	common	1.853	1.051	NA	NA
1208	YOU	common	1.781	1.159	NA	NA
1208	HAPPY	is	1.225	1.896	NA	NA
1208	BAT	a	1.038	1.173	NA	NA
1208	THOUGHT	courtesy	1.612	1.239	NA	NA
1208	DRESS	courtesy	1.586	1.372	NA	NA
1208	HAPPY	courtesy	0.679	1.294	NA	NA
1208	FOOT	title	1.207	0.896	NA	NA
1208	HAPPY	which	1.172	1.722	NA	NA
1208	HAPPY	is	0.877	1.886	NA	NA
1208	STEW	used	0.715	1.981	NA	NA
1208	STEW	to	0.834	1.834	NA	NA
1208	HOAX	show	0.993	1.457	NA	NA
1208	HAPPY	respect	0.743	1.41	NA	NA
1208	DRESS	respect	1.448	1.563	NA	NA
1208	THOUGHT	but	1.121	1.118	NA	NA
1208	HOAX	does	1.382	1.438	NA	NA
1208	THOUGHT	not	1.734	1.19	NA	NA
1208	HAPPY	indicate	1.25	2.082	NA	NA
1208	HAPPY	indicate	0.863	2.16	NA	NA
1208	FACE	indicate	0.925	1.16	NA	NA
1208	BAT	a	0.981	1.889	NA	NA
1208	BAT	royal	1.322	1.18	NA	NA
1208	FACE	status	0.96	1.991	NA	NA
1208	YOU	status	1.298	1.384	NA	NA
1208	HAPPY	in	0.992	2.122	NA	NA
1208	THOUGHT	one	2.187	0.977	NA	NA
1208	HAPPY	incident	1.174	2.132	NA	NA
1208	HAPPY	incident	1.04	1.773	NA	NA
1208	DRESS	incident	1.54	1.702	NA	NA
1208	HAPPY	his	1.095	1.287	NA	NA
1208	BAT	damning	1.891	1.495	NA	NA
1208	HAPPY	damning	1.043	2.382	NA	NA
1208	DRESS	testimony	1.848	1.594	NA	NA
1208	HAPPY	testimony	0.675	1.547	NA	NA
1208	THOUGHT	testimony	1.571	1.304	NA	NA
1208	HAPPY	testimony	1.345	2.328	NA	NA
1208	BAT	against	1.159	2.197	NA	NA
1208	DRESS	against	1.113	1.729	NA	NA
1208	HAPPY	against	1.704	1.936	NA	NA
1208	THOUGHT	former	1.809	0.796	NA	NA
1208	BAT	former	0.973	1.421	NA	NA
1208	STEW	student	0.859	1.724	NA	NA
1208	DRESS	student	1.648	1.746	NA	NA
1208	GIRL	bernard	1.413	1.695	NA	NA
1208	BAT	bernard	1.899	1.195	NA	NA
1208	FLEECE	peters	0.761	1.3	NA	NA
1208	BAT	peters	1.444	1.502	NA	NA
1208	THOUGHT	was	1.218	1.187	NA	NA
1208	DRESS	selectively	0.816	1.552	NA	NA
1208	DRESS	selectively	1.534	1.645	NA	NA
1208	HAPPY	selectively	0.887	1.737	NA	NA
1208	HAPPY	selectively	0.942	1.578	NA	NA
1208	FLEECE	leaked	0.805	0.819	NA	NA
1208	STEW	to	0.443	1.577	NA	NA
1208	HAPPY	the	0.841	1.662	NA	NA
1208	DRESS	press	1.412	1.507	NA	NA
1208	FACE	make	1.31	1.286	NA	NA
1208	FOOT	sure	1.224	1.08	NA	NA
1208	BAT	sure	1.504	1.258	NA	NA
1208	BAT	that	1.079	1.322	NA	NA
1208	YOU	you	0.887	2.196	NA	NA
1208	STEW	do	0.91	1.313	NA	NA
1208	THOUGHT	not	1.762	1.177	NA	NA
1208	THOUGHT	continue	1.716	1.343	NA	NA
1208	HAPPY	continue	0.889	0.943	NA	NA
1208	STEW	continue	0.887	2.224	NA	NA
1208	STEW	to	0.974	1.41	NA	NA
1208	THOUGHT	converse	1.555	1.127	NA	NA
1208	GIRL	converse	1.546	1.312	NA	NA
1208	HAPPY	with	1.395	1.445	NA	NA
1208	BAT	a	1.111	1.778	NA	NA
1208	STEW	user	0.858	2.203	NA	NA
1208	BAT	user	1.828	1.56	NA	NA
1208	HAPPY	if	1.261	2.241	NA	NA
1208	FACE	they	1.079	1.836	NA	NA
1208	BAT	ask	2.107	1.301	NA	NA
1208	STEW	to	0.675	2.054	NA	NA
1208	BAT	cancel	2.204	1.411	NA	NA
1208	DRESS	cancel	1.047	1.196	NA	NA
1208	THOUGHT	or	1.392	1.259	NA	NA
1208	DRESS	exit	1.25	1.692	NA	NA
1208	HAPPY	exit	1.024	1.851	NA	NA
1208	STEW	to	1.085	1.89	NA	NA
1208	DRESS	get	1.418	1.558	NA	NA
1208	BAT	started	1.781	1.403	NA	NA
1208	DRESS	started	1.245	1.763	NA	NA
1208	THOUGHT	just	1.13	1.612	NA	NA
1208	DRESS	tell	1.805	1.412	NA	NA
1208	FLEECE	me	0.17	0.356	NA	NA
1208	HAPPY	the	0.865	1.859	NA	NA
1208	THOUGHT	number	1.431	1.013	NA	NA
1208	BAT	number	1.504	1.122	NA	NA
1208	THOUGHT	of	1.489	1.076	NA	NA
1208	FACE	players	1.092	1.085	NA	NA
1208	BAT	players	1.248	1.598	NA	NA
